source,unit,value,count,ratio
raw_cc64_event,events,0,142897,0.0371344010282469
raw_cc64_event,events,1,3,7.796049118227865e-07
raw_cc64_event,events,2,4,1.0394732157637153e-06
raw_cc64_event,events,3,7,1.8190781275865017e-06
raw_cc64_event,events,4,7,1.8190781275865017e-06
raw_cc64_event,events,5,12,3.118419647291146e-06
raw_cc64_event,events,6,14,3.6381562551730035e-06
raw_cc64_event,events,7,17,4.41776116699579e-06
raw_cc64_event,events,8,3401,0.000883812101703099
raw_cc64_event,events,9,3827,0.0009945159991819345
raw_cc64_event,events,10,3696,0.000960473251365673
raw_cc64_event,events,11,4362,0.0011335455417903315
raw_cc64_event,events,12,4968,0.0012910257339785343
raw_cc64_event,events,13,5769,0.0014991802454352183
raw_cc64_event,events,14,4447,0.0011556343476253105
raw_cc64_event,events,15,6076,0.0015789598147450835
raw_cc64_event,events,16,5827,0.0015142526070637922
raw_cc64_event,events,17,6710,0.0017437163194436323
raw_cc64_event,events,18,7408,0.0019251043955944007
raw_cc64_event,events,19,6986,0.0018154399713313288
raw_cc64_event,events,20,7752,0.00201449909215008
raw_cc64_event,events,21,8061,0.002094798398067827
raw_cc64_event,events,22,8023,0.002084923402518072
raw_cc64_event,events,23,8920,0.002318025271153085
raw_cc64_event,events,24,9378,0.0024370449543580303
raw_cc64_event,events,25,9536,0.002478104146380697
raw_cc64_event,events,26,9961,0.0025885481755555917
raw_cc64_event,events,27,10498,0.002728097454771871
raw_cc64_event,events,28,11683,0.0030360413949418715
raw_cc64_event,events,29,12089,0.0031415479263418884
raw_cc64_event,events,30,12851,0.0033395675739448763
raw_cc64_event,events,31,13270,0.0034484523932961256
raw_cc64_event,events,32,14829,0.0038535870791400334
raw_cc64_event,events,33,15003,0.003898804164025755
raw_cc64_event,events,34,16873,0.004384757892395292
raw_cc64_event,events,35,16368,0.004253524398905123
raw_cc64_event,events,36,18040,0.004688024203094356
raw_cc64_event,events,37,17358,0.004510794019806643
raw_cc64_event,events,38,18950,0.004924504359680601
raw_cc64_event,events,39,19208,0.004991550382097361
raw_cc64_event,events,40,20131,0.005231408826634838
raw_cc64_event,events,41,20841,0.0054159153224328975
raw_cc64_event,events,42,22494,0.005845477628847253
raw_cc64_event,events,43,22657,0.005887836162389624
raw_cc64_event,events,44,24737,0.006428362234586756
raw_cc64_event,events,45,24374,0.006334030040256199
raw_cc64_event,events,46,26681,0.006933546217447922
raw_cc64_event,events,47,27719,0.0072032895169386055
raw_cc64_event,events,48,28613,0.0074356117806617964
raw_cc64_event,events,49,30007,0.007797868196355451
raw_cc64_event,events,50,31522,0.008191568676825958
raw_cc64_event,events,51,33196,0.008626588217623073
raw_cc64_event,events,52,35058,0.009110462999561083
raw_cc64_event,events,53,36631,0.009519235841660164
raw_cc64_event,events,54,39576,0.010284547996766199
raw_cc64_event,events,55,41431,0.010766603700576622
raw_cc64_event,events,56,43856,0.011396784337633374
raw_cc64_event,events,57,47095,0.012238497774098042
raw_cc64_event,events,58,49523,0.012869458016066617
raw_cc64_event,events,59,54091,0.014056536428468781
raw_cc64_event,events,60,59118,0.01536289439237983
raw_cc64_event,events,61,64551,0.016774758887690897
raw_cc64_event,events,62,71832,0.0186668600086848
raw_cc64_event,events,63,81501,0.02117952663948964
raw_cc64_event,events,64,89287,0.023202861253973712
raw_cc64_event,events,65,85321,0.022172223560543988
raw_cc64_event,events,66,79472,0.020652253850793494
raw_cc64_event,events,67,76553,0.019893698271589922
raw_cc64_event,events,68,70893,0.018422843671284266
raw_cc64_event,events,69,68457,0.017789804482884163
raw_cc64_event,events,70,65370,0.016987591028618517
raw_cc64_event,events,71,63728,0.01656088727354751
raw_cc64_event,events,72,61995,0.016110535502817883
raw_cc64_event,events,73,60362,0.015686170562482345
raw_cc64_event,events,74,58978,0.015326512829828099
raw_cc64_event,events,75,57391,0.014914101831473845
raw_cc64_event,events,76,57354,0.014904486704228032
raw_cc64_event,events,77,55895,0.014525338848778217
raw_cc64_event,events,78,56616,0.014712703895919626
raw_cc64_event,events,79,55171,0.014337194196724985
raw_cc64_event,events,80,52194,0.013563566255892839
raw_cc64_event,events,81,53519,0.013907891758614569
raw_cc64_event,events,82,50689,0.01317246445846174
raw_cc64_event,events,83,50305,0.013072675029748425
raw_cc64_event,events,84,47877,0.01244171478777985
raw_cc64_event,events,85,47721,0.012401175332365065
raw_cc64_event,events,86,46085,0.011976030787117705
raw_cc64_event,events,87,44331,0.011520221782005315
raw_cc64_event,events,88,42455,0.011032708843812133
raw_cc64_event,events,89,39863,0.010359130199997246
raw_cc64_event,events,90,39987,0.010391353869685921
raw_cc64_event,events,91,38648,0.010043390210709017
raw_cc64_event,events,92,36935,0.009598235806058206
raw_cc64_event,events,93,35791,0.009300946466349783
raw_cc64_event,events,94,35644,0.009262745825670467
raw_cc64_event,events,95,34052,0.008849035485796509
raw_cc64_event,events,96,31005,0.008057216763688499
raw_cc64_event,events,97,29320,0.007619338671548033
raw_cc64_event,events,98,29203,0.0075889340799869445
raw_cc64_event,events,99,27603,0.0071731447936814585
raw_cc64_event,events,100,26747,0.006950697525508023
raw_cc64_event,events,101,26551,0.006899763337935601
raw_cc64_event,events,102,25212,0.006551799678958697
raw_cc64_event,events,103,24660,0.0064083523751833045
raw_cc64_event,events,104,24275,0.006308303078166047
raw_cc64_event,events,105,22444,0.005832484213650207
raw_cc64_event,events,106,21916,0.005695273749169396
raw_cc64_event,events,107,21663,0.0056295270682723405
raw_cc64_event,events,108,20381,0.005296375902620071
raw_cc64_event,events,109,19138,0.004973359600821496
