performance_path,piece_id,composer,title,class_id,class_name,count,ratio,token_count
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,0,ZERO,752,0.2493368700265252,3016
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,1,LOW,12,0.003978779840848806,3016
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,2,MID_LOW,630,0.20888594164456234,3016
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,3,MID_HIGH,634,0.21021220159151194,3016
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,4,HIGH,379,0.1256631299734748,3016
Bach/Fugue/bwv_846/Shi05M.mid,piece_95144f66af25b32c,Bach,Fugue_bwv_846,5,FULL,609,0.20192307692307693,3016
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,0,ZERO,5703,0.9935540069686412,5740
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,1,LOW,0,0.0,5740
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,2,MID_LOW,4,0.0006968641114982578,5740
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,3,MID_HIGH,33,0.005749128919860627,5740
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,4,HIGH,0,0.0,5740
Bach/Fugue/bwv_848/Denisova06M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,5,FULL,0,0.0,5740
Bach/Fugue/bwv_848/Lee01M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,0,ZERO,2572,0.4471488178025035,5752
Bach/Fugue/bwv_848/Lee01M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,1,LOW,1607,0.27938108484005564,5752
Bach/Fugue/bwv_848/Lee01M.mid,piece_03244c28858cefca,Bach,Fugue_bwv_848,2,MID_LOW,1219,0.21192628650904033,5752
